url,address,type,rooms,size_m2,price,listings,text,deposit,rent,electricity,heat,water,tv_internet,b-ordning,other
https://aarhusbolig.dk/afdelinger/?bolignr=1&selskab=45&afdeling=75&antalrum=4,Afd. 75 Ny Kirkevej,Rækkehus,4,82,8589,2.0,"Husdyr: Husdyrhold ikke tilladtUdgifter ud over husleje: El betales direkte til forsyningsselskab.Særlige vilkår: Der er mulighed for leje af carportYderligere info: Afdelingen består 8 boliger i 2 punkthuse, oger beliggende i centrum, med mange indkøbsmuligheder.Gode transportmuligheder  med bus og tog.Mulighed for fibernet - legeplads.",16400.0,7097.0,,,1175.0,,,317.0
https://aarhusbolig.dk/afdelinger/?bolignr=2&selskab=45&afdeling=76&antalrum=4,Afd. 76 Skansehøj,Rækkehus,4,90,7271,8.0,"Husdyr: Der må holdes 1 hund og 1 katUdgifter ud over husleje: El og varme betales direkte til forsyningsselskaber.Yderligere info: Afdelingen består af 8 rækkehuse, oger beliggende i centrum, med mange indkøbsmuligheder.Gode transportmuligheder  med bus og tog.Alle boliger har haver.Mulighed for fibernet.",18000.0,6408.0,,,675.0,,,188.0
https://aarhusbolig.dk/afdelinger/?bolignr=1&selskab=45&afdeling=77&antalrum=2,Afd. 77 Søkildevej,Rækkehus,2,74,7389,7.0,"Husdyr: Der må holdes 1 hund og 1 katUdgifter ud over husleje: El og varme betales direkte til forsyningsselskaber.Yderligere info: Afdelingen består af 7 rækkehuse, oger beliggende i centrum, med mange indkøbsmuligheder.Gode transportmuligheder  med bus og tog.Alle boliger har haver.Mulighed for fibernet.",14760.0,6989.0,,,400.0,,,
https://aarhusbolig.dk/afdelinger/?bolignr=46&selskab=45&afdeling=78&antalrum=2,Afd. 78 Gyvelparken,Lejlighed,2,53,5742,87.0,"Husdyr: Husdyrhold er ikke tilladt i nr. 21Husdyrhold er tilladt i nr. 23Særlige vilkår: Der er mulighed for leje af carportYderligere info: Afdelingen består af 87 lejligheder i 2-etagers blokke.Beliggende i centrum, med mange indkøbsmuligheder.Gode transportmuligheder  med bus og tog.Mulighed for fibernet - Fællesvaskeri - legeplads.",10600.0,4667.0,300.0,,775.0,,,
https://aarhusbolig.dk/afdelinger/?bolignr=78&selskab=45&afdeling=78&antalrum=2,Afd. 78 Gyvelparken,Lejlighed,2,61,6281,87.0,"Husdyr: Husdyrhold er ikke tilladt i nr. 21Husdyrhold er tilladt i nr. 23Særlige vilkår: Der er mulighed for leje af carportYderligere info: Afdelingen består af 87 lejligheder i 2-etagers blokke.Beliggende i centrum, med mange indkøbsmuligheder.Gode transportmuligheder  med bus og tog.Mulighed for fibernet - Fællesvaskeri - legeplads.",11800.0,5081.0,375.0,,825.0,,,
https://aarhusbolig.dk/afdelinger/?bolignr=307&selskab=45&afdeling=78&antalrum=2,Afd. 78 Gyvelparken,Lejlighed,2,73,7006,87.0,"Husdyr: Husdyrhold er ikke tilladt i nr. 21Husdyrhold er tilladt i nr. 23Særlige vilkår: Der er mulighed for leje af carportYderligere info: Afdelingen består af 87 lejligheder i 2-etagers blokke.Beliggende i centrum, med mange indkøbsmuligheder.Gode transportmuligheder  med bus og tog.Mulighed for fibernet - Fællesvaskeri - legeplads.",13600.0,5706.0,400.0,,900.0,,,
https://aarhusbolig.dk/afdelinger/?bolignr=16&selskab=45&afdeling=78&antalrum=2,Afd. 78 Gyvelparken,Lejlighed,2,77,7339,87.0,"Husdyr: Husdyrhold er ikke tilladt i nr. 21Husdyrhold er tilladt i nr. 23Særlige vilkår: Der er mulighed for leje af carportYderligere info: Afdelingen består af 87 lejligheder i 2-etagers blokke.Beliggende i centrum, med mange indkøbsmuligheder.Gode transportmuligheder  med bus og tog.Mulighed for fibernet - Fællesvaskeri - legeplads.",14600.0,5914.0,400.0,,1025.0,,,
https://aarhusbolig.dk/afdelinger/?bolignr=306&selskab=45&afdeling=78&antalrum=3,Afd. 78 Gyvelparken,Lejlighed,3,92,8270,9.0,"Husdyr: Husdyrhold er ikke tilladt i nr. 21Husdyrhold er tilladt i nr. 23Særlige vilkår: Der er mulighed for leje af carportYderligere info: Afdelingen består af 87 lejligheder i 2-etagers blokke.Beliggende i centrum, med mange indkøbsmuligheder.Gode transportmuligheder  med bus og tog.Mulighed for fibernet - Fællesvaskeri - legeplads.",17000.0,6695.0,425.0,,1150.0,,,
https://aarhusbolig.dk/afdelinger/?bolignr=309&selskab=45&afdeling=78&antalrum=3,Afd. 78 Gyvelparken,Lejlighed,3,92,8270,9.0,"Husdyr: Husdyrhold er ikke tilladt i nr. 21Husdyrhold er tilladt i nr. 23Særlige vilkår: Der er mulighed for leje af carportYderligere info: Afdelingen består af 87 lejligheder i 2-etagers blokke.Beliggende i centrum, med mange indkøbsmuligheder.Gode transportmuligheder  med bus og tog.Mulighed for fibernet - Fællesvaskeri - legeplads.",17000.0,6695.0,425.0,,1150.0,,,
https://aarhusbolig.dk/afdelinger/?bolignr=308&selskab=45&afdeling=78&antalrum=4,Afd. 78 Gyvelparken,Lejlighed,4,103,8842,6.0,"Husdyr: Husdyrhold er ikke tilladt i nr. 21Husdyrhold er tilladt i nr. 23Særlige vilkår: Der er mulighed for leje af carportYderligere info: Afdelingen består af 87 lejligheder i 2-etagers blokke.Beliggende i centrum, med mange indkøbsmuligheder.Gode transportmuligheder  med bus og tog.Mulighed for fibernet - Fællesvaskeri - legeplads.",18800.0,7267.0,425.0,,1150.0,,,
https://aarhusbolig.dk/afdelinger/?bolignr=300&selskab=45&afdeling=78&antalrum=4,Afd. 78 Gyvelparken,Lejlighed,4,121,9951,6.0,"Husdyr: Husdyrhold er ikke tilladt i nr. 21Husdyrhold er tilladt i nr. 23Særlige vilkår: Der er mulighed for leje af carportYderligere info: Afdelingen består af 87 lejligheder i 2-etagers blokke.Beliggende i centrum, med mange indkøbsmuligheder.Gode transportmuligheder  med bus og tog.Mulighed for fibernet - Fællesvaskeri - legeplads.",23000.0,8201.0,450.0,,1300.0,,,
